order_details_id,order_id,pizza_id,quantity
12898,5657,ital_cpcllo_l,1.00
12899,5658,classic_dlx_s,1.00
12900,5659,southw_ckn_m,1.00
12901,5659,thai_ckn_l,1.00
12902,5660,spinach_fet_m,1.00
12903,5661,napolitana_s,1.00
12904,5662,the_greek_m,1.00
12905,5663,classic_dlx_m,1.00
12906,5664,prsc_argla_l,1.00
12907,5664,soppressata_l,1.00
12908,5665,bbq_ckn_s,1.00
12909,5665,hawaiian_s,1.00
12910,5665,ital_cpcllo_s,1.00
12911,5665,peppr_salami_l,1.00
12912,5666,ital_supr_l,1.00
12913,5666,prsc_argla_l,1.00
12914,5666,spinach_fet_s,1.00
12915,5666,thai_ckn_l,1.00
12916,5667,big_meat_s,1.00
12917,5667,five_cheese_l,1.00
12918,5668,four_cheese_l,1.00
12919,5668,ital_supr_m,1.00
12920,5668,mediterraneo_m,1.00
12921,5668,prsc_argla_m,1.00
12922,5669,mexicana_m,1.00
12923,5669,southw_ckn_s,1.00
12924,5669,thai_ckn_l,1.00
12925,5670,calabrese_l,1.00
12926,5670,hawaiian_s,1.00
12927,5670,ital_cpcllo_m,1.00
12928,5671,ckn_alfredo_m,1.00
12929,5671,spicy_ital_s,1.00
12930,5672,cali_ckn_l,1.00
12931,5672,classic_dlx_m,1.00
12932,5672,prsc_argla_m,1.00
12933,5673,green_garden_m,1.00
12934,5674,classic_dlx_s,1.00
12935,5674,mexicana_m,1.00
12936,5674,sicilian_s,1.00
12937,5675,pep_msh_pep_l,1.00
12938,5676,ital_cpcllo_m,1.00
12939,5677,ital_veggie_m,1.00
12940,5677,pep_msh_pep_s,1.00
12941,5677,southw_ckn_l,1.00
12942,5678,spinach_supr_s,1.00
12943,5679,veggie_veg_l,1.00
12944,5680,classic_dlx_s,1.00
12945,5680,soppressata_l,1.00
12946,5681,five_cheese_l,1.00
12947,5682,thai_ckn_l,1.00
12948,5683,ital_supr_l,1.00
12949,5684,cali_ckn_s,1.00
12950,5684,spinach_fet_m,1.00
12951,5685,cali_ckn_m,1.00
12952,5686,ital_supr_m,2.00
12953,5687,sicilian_l,1.00
12954,5687,soppressata_m,1.00
12955,5687,veggie_veg_s,1.00
12956,5688,bbq_ckn_m,1.00
12957,5689,bbq_ckn_s,1.00
12958,5689,ital_cpcllo_m,1.00
12959,5689,ital_veggie_s,2.00
12960,5689,mexicana_l,2.00
12961,5689,pep_msh_pep_l,1.00
12962,5689,pepperoni_m,1.00
12963,5689,peppr_salami_l,1.00
12964,5689,prsc_argla_m,1.00
12965,5689,sicilian_l,1.00
12966,5690,sicilian_m,1.00
12967,5691,classic_dlx_l,1.00
12968,5691,ital_cpcllo_l,1.00
12969,5692,hawaiian_m,1.00
12970,5693,pepperoni_m,1.00
12971,5693,pepperoni_s,1.00
12972,5694,ital_supr_m,1.00
12973,5695,cali_ckn_m,1.00
12974,5695,five_cheese_l,1.00
12975,5695,veggie_veg_m,1.00
12976,5696,big_meat_s,1.00
12977,5696,pep_msh_pep_s,1.00
12978,5696,thai_ckn_l,2.00
12979,5697,mediterraneo_m,1.00
12980,5697,napolitana_m,1.00
12981,5697,spicy_ital_l,1.00
12982,5698,hawaiian_s,1.00
12983,5698,pep_msh_pep_s,1.00
12984,5699,bbq_ckn_m,1.00
12985,5699,mediterraneo_m,1.00
12986,5699,soppressata_l,1.00
12987,5700,classic_dlx_m,1.00
12988,5700,hawaiian_l,1.00
12989,5700,pep_msh_pep_m,1.00
12990,5700,sicilian_s,1.00
12991,5700,the_greek_s,1.00
12992,5700,the_greek_xl,1.00
12993,5700,veggie_veg_l,1.00
12994,5700,veggie_veg_m,1.00
12995,5701,thai_ckn_l,1.00
12996,5701,thai_ckn_s,1.00
12997,5702,cali_ckn_l,1.00
12998,5702,classic_dlx_s,1.00
12999,5702,soppressata_l,1.00
13000,5703,sicilian_m,1.00
13001,5704,calabrese_m,1.00
13002,5705,mediterraneo_m,1.00
13003,5706,calabrese_l,1.00
13004,5706,spicy_ital_l,1.00
13005,5707,cali_ckn_m,1.00
13006,5707,ckn_alfredo_m,1.00
13007,5707,peppr_salami_s,1.00
13008,5707,the_greek_xl,1.00
13009,5708,pepperoni_m,1.00
13010,5709,hawaiian_m,1.00
13011,5709,ital_supr_l,1.00
13012,5709,ital_supr_m,1.00
13013,5709,napolitana_s,1.00
13014,5710,ckn_alfredo_s,1.00
13015,5710,pepperoni_s,1.00
13016,5710,sicilian_m,1.00
13017,5710,spinach_supr_s,1.00
13018,5711,ckn_pesto_l,1.00
13019,5711,ital_supr_s,1.00
13020,5711,spicy_ital_m,1.00
13021,5711,the_greek_xl,1.00
13022,5712,cali_ckn_m,1.00
13023,5712,prsc_argla_m,1.00
13024,5713,hawaiian_s,1.00
13025,5713,ital_supr_l,1.00
13026,5714,thai_ckn_l,1.00
13027,5714,the_greek_xl,1.00
13028,5715,bbq_ckn_m,1.00
13029,5715,cali_ckn_m,1.00
13030,5715,mexicana_m,1.00
13031,5715,spicy_ital_m,1.00
13032,5716,four_cheese_m,1.00
13033,5716,southw_ckn_s,1.00
13034,5716,the_greek_l,1.00
13035,5717,calabrese_l,1.00
13036,5717,cali_ckn_l,1.00
13037,5717,mediterraneo_l,1.00
13038,5718,green_garden_s,1.00
13039,5719,ckn_alfredo_l,1.00
13040,5719,southw_ckn_s,1.00
13041,5719,spicy_ital_s,1.00
13042,5719,spinach_supr_l,1.00
13043,5720,prsc_argla_m,1.00
13044,5720,southw_ckn_l,1.00
13045,5720,thai_ckn_l,1.00
13046,5721,bbq_ckn_s,1.00
13047,5721,hawaiian_l,1.00
13048,5722,pepperoni_m,1.00
13049,5722,sicilian_s,1.00
13050,5722,southw_ckn_s,1.00
13051,5722,the_greek_m,1.00
13052,5723,the_greek_xl,1.00
13053,5724,cali_ckn_l,1.00
13054,5724,green_garden_l,1.00
13055,5724,spinach_fet_l,1.00
13056,5724,spinach_fet_s,1.00
13057,5725,cali_ckn_l,1.00
13058,5725,hawaiian_s,1.00
13059,5726,ckn_alfredo_l,1.00
13060,5727,five_cheese_l,1.00
13061,5727,hawaiian_l,1.00
13062,5727,mexicana_l,1.00
13063,5728,big_meat_s,1.00
13064,5728,four_cheese_m,1.00
13065,5728,mexicana_s,1.00
13066,5728,prsc_argla_m,1.00
13067,5729,big_meat_s,1.00
13068,5729,green_garden_m,1.00
13069,5730,calabrese_m,1.00
13070,5730,ital_supr_m,1.00
13071,5731,green_garden_m,1.00
13072,5731,ital_veggie_l,1.00
13073,5731,ital_veggie_m,1.00
13074,5732,ital_supr_l,1.00
13075,5732,mexicana_l,1.00
13076,5732,veggie_veg_m,1.00
13077,5733,ckn_alfredo_m,1.00
13078,5733,classic_dlx_s,1.00
13079,5734,five_cheese_l,1.00
13080,5734,mediterraneo_l,1.00
13081,5734,pep_msh_pep_m,1.00
13082,5735,bbq_ckn_l,1.00
13083,5735,ital_veggie_m,1.00
13084,5735,pepperoni_m,1.00
13085,5736,bbq_ckn_m,1.00
13086,5736,bbq_ckn_s,1.00
13087,5736,spinach_supr_s,1.00
13088,5736,veggie_veg_s,1.00
13089,5737,brie_carre_s,1.00
13090,5737,napolitana_l,1.00
13091,5737,peppr_salami_m,1.00
13092,5738,big_meat_s,1.00
13093,5738,ckn_alfredo_m,1.00
13094,5738,four_cheese_l,1.00
13095,5738,mexicana_m,1.00
13096,5739,classic_dlx_l,1.00
13097,5740,bbq_ckn_l,1.00
13098,5741,prsc_argla_s,1.00
13099,5742,spinach_fet_m,1.00
13100,5743,green_garden_s,1.00
13101,5744,cali_ckn_m,1.00
13102,5745,big_meat_s,1.00
13103,5745,ckn_pesto_s,1.00
13104,5745,hawaiian_m,1.00
13105,5745,ital_cpcllo_l,1.00
13106,5745,napolitana_s,1.00
13107,5745,pepperoni_m,1.00
13108,5745,sicilian_l,1.00
13109,5745,spicy_ital_s,2.00
13110,5745,spinach_fet_m,1.00
13111,5745,thai_ckn_l,1.00
13112,5745,the_greek_m,1.00
13113,5745,veggie_veg_m,1.00
13114,5746,hawaiian_m,1.00
13115,5746,mexicana_l,1.00
13116,5747,sicilian_s,1.00
13117,5747,soppressata_m,1.00
13118,5748,calabrese_m,1.00
13119,5749,classic_dlx_s,1.00
13120,5749,five_cheese_l,1.00
13121,5749,mexicana_m,1.00
13122,5749,thai_ckn_m,1.00
13123,5750,bbq_ckn_l,1.00
13124,5750,classic_dlx_s,1.00
13125,5750,four_cheese_l,1.00
13126,5751,big_meat_s,1.00
13127,5751,mexicana_m,1.00
13128,5752,bbq_ckn_l,1.00
13129,5752,ital_cpcllo_l,1.00
13130,5752,sicilian_m,1.00
13131,5752,southw_ckn_l,1.00
13132,5752,spinach_fet_m,1.00
13133,5753,big_meat_s,1.00
13134,5753,ital_cpcllo_l,1.00
13135,5753,prsc_argla_m,1.00
13136,5753,veggie_veg_s,1.00
13137,5754,calabrese_m,1.00
13138,5754,ital_supr_l,1.00
13139,5754,pepperoni_m,1.00
13140,5755,big_meat_s,1.00
13141,5755,southw_ckn_l,1.00
13142,5756,green_garden_s,1.00
13143,5757,hawaiian_l,1.00
13144,5757,pepperoni_m,1.00
13145,5758,four_cheese_l,1.00
13146,5758,hawaiian_s,1.00
13147,5758,pepperoni_m,1.00
13148,5758,southw_ckn_l,1.00
13149,5759,spinach_fet_m,1.00
13150,5760,cali_ckn_l,1.00
13151,5760,ital_cpcllo_l,2.00
13152,5760,pepperoni_m,1.00
13153,5761,bbq_ckn_l,1.00
13154,5761,prsc_argla_s,1.00
13155,5761,the_greek_s,1.00
13156,5762,ckn_pesto_l,1.00
13157,5762,spinach_supr_s,1.00
13158,5763,big_meat_s,1.00
13159,5763,classic_dlx_l,1.00
13160,5763,spinach_fet_m,1.00
13161,5764,classic_dlx_s,1.00
13162,5764,mediterraneo_s,1.00
13163,5765,ital_cpcllo_m,1.00
13164,5766,classic_dlx_s,1.00
13165,5767,classic_dlx_m,1.00
13166,5767,ital_cpcllo_m,1.00
13167,5768,four_cheese_l,1.00
13168,5768,prsc_argla_l,1.00
13169,5769,bbq_ckn_m,1.00
13170,5770,soppressata_l,1.00
13171,5771,four_cheese_l,1.00
13172,5771,pepperoni_s,1.00
13173,5772,thai_ckn_l,1.00
13174,5772,the_greek_s,1.00
13175,5773,cali_ckn_m,1.00
13176,5773,four_cheese_l,1.00
13177,5774,classic_dlx_m,1.00
13178,5774,classic_dlx_s,1.00
13179,5774,veggie_veg_m,1.00
13180,5775,cali_ckn_m,1.00
13181,5775,ckn_alfredo_m,1.00
13182,5775,pep_msh_pep_l,1.00
13183,5775,peppr_salami_l,1.00
13184,5776,ital_veggie_s,1.00
13185,5776,pep_msh_pep_l,1.00
13186,5777,mediterraneo_s,1.00
13187,5777,thai_ckn_l,1.00
13188,5778,ital_veggie_s,1.00
13189,5778,southw_ckn_m,1.00
13190,5779,four_cheese_m,1.00
13191,5780,ital_cpcllo_s,1.00
13192,5780,mediterraneo_m,1.00
13193,5780,sicilian_s,1.00
13194,5781,five_cheese_l,1.00
13195,5781,mexicana_l,1.00
13196,5782,ckn_alfredo_m,1.00
13197,5782,ital_veggie_m,1.00
13198,5783,pep_msh_pep_s,1.00
13199,5783,pepperoni_s,1.00
13200,5783,spinach_fet_m,1.00
13201,5784,big_meat_s,1.00
13202,5784,spinach_fet_l,1.00
13203,5785,bbq_ckn_l,1.00
13204,5785,bbq_ckn_s,1.00
13205,5786,mexicana_l,1.00
13206,5786,thai_ckn_l,1.00
13207,5787,prsc_argla_l,1.00
13208,5788,ckn_alfredo_m,1.00
13209,5788,spinach_supr_l,1.00
13210,5789,southw_ckn_m,1.00
13211,5790,five_cheese_l,1.00
13212,5790,green_garden_m,1.00
13213,5790,ital_supr_m,1.00
13214,5790,thai_ckn_m,1.00
13215,5791,green_garden_s,1.00
13216,5791,ital_cpcllo_l,1.00
13217,5792,ckn_alfredo_l,1.00
13218,5793,prsc_argla_l,1.00
13219,5794,calabrese_m,1.00
13220,5794,hawaiian_s,1.00
13221,5795,cali_ckn_m,1.00
13222,5795,veggie_veg_l,1.00
13223,5796,spicy_ital_l,1.00
13224,5797,big_meat_s,1.00
13225,5797,prsc_argla_s,1.00
13226,5798,bbq_ckn_s,1.00
13227,5798,ital_supr_m,1.00
13228,5798,pepperoni_s,1.00
13229,5798,spicy_ital_l,1.00
13230,5799,spin_pesto_l,1.00
13231,5800,ital_cpcllo_l,1.00
13232,5800,mexicana_l,1.00
13233,5801,classic_dlx_m,1.00
13234,5802,mexicana_l,1.00
13235,5802,napolitana_s,1.00
13236,5803,hawaiian_s,1.00
13237,5803,spicy_ital_l,1.00
13238,5803,spinach_fet_l,1.00
13239,5803,thai_ckn_l,1.00
13240,5804,bbq_ckn_s,1.00
13241,5805,classic_dlx_s,1.00
13242,5805,spinach_supr_s,1.00
13243,5806,bbq_ckn_l,1.00
13244,5806,brie_carre_s,2.00
13245,5806,cali_ckn_m,1.00
13246,5806,classic_dlx_m,1.00
13247,5806,five_cheese_l,1.00
13248,5806,four_cheese_l,1.00
13249,5806,peppr_salami_l,1.00
13250,5806,thai_ckn_l,1.00
13251,5807,bbq_ckn_m,1.00
13252,5807,spinach_fet_m,1.00
13253,5807,thai_ckn_l,1.00
13254,5808,four_cheese_l,1.00
13255,5808,peppr_salami_l,1.00
13256,5808,thai_ckn_l,1.00
13257,5809,soppressata_m,1.00
13258,5809,spinach_supr_s,1.00
13259,5810,bbq_ckn_l,1.00
13260,5810,classic_dlx_m,1.00
13261,5811,ckn_pesto_s,1.00
13262,5811,mediterraneo_m,1.00
13263,5812,prsc_argla_m,1.00
13264,5813,mediterraneo_m,1.00
13265,5813,napolitana_m,1.00
13266,5814,sicilian_l,1.00
13267,5815,napolitana_l,1.00
13268,5816,calabrese_m,1.00
13269,5816,four_cheese_l,1.00
13270,5817,prsc_argla_m,1.00
13271,5818,ital_supr_m,1.00
13272,5819,classic_dlx_s,1.00
13273,5819,spicy_ital_m,1.00
13274,5820,cali_ckn_l,1.00
13275,5820,four_cheese_l,2.00
13276,5820,hawaiian_s,2.00
13277,5820,ital_cpcllo_l,1.00
13278,5820,ital_cpcllo_m,1.00
13279,5820,ital_veggie_m,1.00
13280,5820,mexicana_m,1.00
13281,5820,pepperoni_m,1.00
13282,5820,prsc_argla_l,1.00
13283,5820,soppressata_l,1.00
13284,5820,spinach_supr_s,2.00
13285,5820,veggie_veg_s,1.00
13286,5821,five_cheese_l,1.00
13287,5822,bbq_ckn_s,1.00
13288,5823,hawaiian_s,1.00
13289,5824,calabrese_s,1.00
13290,5824,four_cheese_l,1.00
13291,5824,napolitana_l,1.00
13292,5824,thai_ckn_l,1.00
13293,5825,bbq_ckn_m,1.00
13294,5826,ital_supr_m,1.00
13295,5827,ital_supr_m,1.00
13296,5828,bbq_ckn_l,1.00
13297,5828,ckn_alfredo_m,1.00
13298,5828,five_cheese_l,1.00
13299,5828,sicilian_m,1.00
13300,5829,four_cheese_m,1.00
13301,5829,ital_supr_m,1.00
13302,5829,prsc_argla_s,1.00
13303,5829,thai_ckn_l,1.00
13304,5830,pep_msh_pep_m,1.00
13305,5831,mexicana_l,1.00
13306,5832,ckn_pesto_l,1.00
13307,5832,spicy_ital_m,1.00
13308,5833,cali_ckn_l,1.00
13309,5833,southw_ckn_l,1.00
13310,5834,hawaiian_l,1.00
13311,5834,prsc_argla_m,1.00
13312,5835,ckn_pesto_l,1.00
13313,5835,four_cheese_m,1.00
13314,5835,pepperoni_m,1.00
13315,5835,peppr_salami_s,1.00
13316,5836,bbq_ckn_s,1.00
13317,5836,mediterraneo_s,1.00
13318,5837,big_meat_s,1.00
13319,5837,ital_veggie_m,1.00
13320,5837,mexicana_l,1.00
13321,5838,mediterraneo_s,1.00
13322,5838,pepperoni_s,1.00
13323,5838,thai_ckn_m,2.00
13324,5839,big_meat_s,1.00
13325,5839,ital_supr_s,1.00
13326,5840,mexicana_l,1.00
13327,5841,bbq_ckn_s,1.00
13328,5841,cali_ckn_l,1.00
13329,5842,classic_dlx_m,1.00
13330,5842,napolitana_l,1.00
13331,5843,thai_ckn_l,1.00
13332,5844,classic_dlx_s,1.00
13333,5844,napolitana_m,1.00
13334,5845,hawaiian_l,1.00
13335,5845,spinach_supr_m,1.00
13336,5846,calabrese_m,1.00
13337,5846,ital_supr_l,1.00
13338,5847,bbq_ckn_m,1.00
13339,5847,big_meat_s,1.00
13340,5848,mexicana_m,1.00
13341,5849,ckn_alfredo_m,1.00
13342,5850,four_cheese_l,1.00
13343,5850,hawaiian_s,1.00
13344,5850,the_greek_xl,1.00
13345,5850,veggie_veg_l,1.00
13346,5851,pepperoni_m,1.00
13347,5851,pepperoni_s,1.00
13348,5851,southw_ckn_l,1.00
13349,5851,spicy_ital_l,1.00
13350,5852,calabrese_l,1.00
13351,5853,calabrese_m,1.00
13352,5853,soppressata_l,1.00
13353,5854,southw_ckn_l,1.00
13354,5855,classic_dlx_l,1.00
13355,5855,hawaiian_l,1.00
13356,5856,the_greek_l,1.00
13357,5857,green_garden_s,1.00
13358,5857,thai_ckn_m,1.00
13359,5858,thai_ckn_l,1.00
13360,5859,classic_dlx_m,1.00
13361,5859,peppr_salami_l,1.00
13362,5860,napolitana_m,1.00
13363,5860,southw_ckn_l,1.00
13364,5861,four_cheese_l,1.00
13365,5862,cali_ckn_l,1.00
13366,5863,ital_cpcllo_m,1.00
13367,5863,ital_supr_m,1.00
13368,5863,mexicana_l,1.00
13369,5864,bbq_ckn_l,1.00
13370,5864,green_garden_m,1.00
13371,5864,mexicana_l,1.00
13372,5864,pepperoni_m,1.00
13373,5864,sicilian_m,1.00
13374,5864,spicy_ital_s,1.00
13375,5865,prsc_argla_s,1.00
13376,5866,spicy_ital_m,1.00
13377,5867,peppr_salami_m,1.00
13378,5868,ckn_alfredo_l,1.00
13379,5868,ckn_pesto_m,1.00
13380,5868,ital_cpcllo_l,1.00
13381,5869,bbq_ckn_l,1.00
13382,5869,bbq_ckn_s,1.00
13383,5869,ckn_alfredo_m,1.00
13384,5869,five_cheese_l,1.00
13385,5869,four_cheese_l,1.00
13386,5869,napolitana_m,1.00
13387,5869,pepperoni_l,1.00
13388,5869,veggie_veg_s,1.00
13389,5870,napolitana_l,1.00
13390,5871,ital_cpcllo_m,1.00
13391,5872,southw_ckn_m,1.00
13392,5873,thai_ckn_l,1.00
13393,5874,ckn_alfredo_m,1.00
13394,5875,hawaiian_s,1.00
13395,5876,ckn_alfredo_m,1.00
13396,5877,ital_supr_m,1.00
13397,5878,cali_ckn_l,1.00
13398,5878,mexicana_l,1.00
13399,5878,napolitana_l,1.00
13400,5879,ital_cpcllo_l,1.00
13401,5880,calabrese_l,1.00
13402,5880,calabrese_m,1.00
13403,5880,sicilian_s,1.00
13404,5880,southw_ckn_s,1.00
13405,5880,the_greek_xl,1.00
13406,5881,mexicana_l,2.00
13407,5882,ckn_pesto_l,1.00
13408,5882,ital_cpcllo_m,1.00
13409,5882,ital_veggie_m,1.00
13410,5882,southw_ckn_l,1.00
13411,5883,prsc_argla_m,1.00
13412,5884,mexicana_l,1.00
13413,5884,pepperoni_s,1.00
13414,5884,soppressata_l,1.00
13415,5885,pep_msh_pep_l,1.00
13416,5885,prsc_argla_s,1.00
13417,5885,spinach_fet_m,1.00
13418,5885,thai_ckn_l,1.00
13419,5886,bbq_ckn_l,1.00
13420,5886,napolitana_m,1.00
13421,5886,spinach_fet_m,1.00
13422,5887,five_cheese_l,1.00
13423,5887,the_greek_xl,1.00
13424,5888,peppr_salami_l,1.00
13425,5888,the_greek_m,1.00
13426,5889,pepperoni_m,1.00
13427,5889,southw_ckn_m,1.00
13428,5890,napolitana_l,1.00
13429,5890,thai_ckn_m,1.00
13430,5891,cali_ckn_l,1.00
13431,5892,bbq_ckn_s,1.00
13432,5892,big_meat_s,1.00
13433,5892,ital_cpcllo_l,1.00
13434,5893,ckn_pesto_l,1.00
13435,5893,green_garden_s,1.00
13436,5893,ital_cpcllo_s,1.00
13437,5894,bbq_ckn_m,1.00
13438,5894,mexicana_l,1.00
13439,5895,sicilian_l,1.00
13440,5895,the_greek_s,1.00
13441,5896,ital_cpcllo_m,1.00
13442,5896,ital_cpcllo_s,1.00
13443,5896,mediterraneo_s,1.00
13444,5896,spinach_fet_s,1.00
13445,5897,southw_ckn_s,1.00
13446,5897,the_greek_m,1.00
13447,5898,big_meat_s,1.00
13448,5898,ital_cpcllo_m,1.00
13449,5899,classic_dlx_m,1.00
13450,5899,ital_cpcllo_m,1.00
13451,5900,brie_carre_s,1.00
13452,5900,ital_supr_m,1.00
13453,5900,pepperoni_l,1.00
13454,5900,peppr_salami_m,1.00
13455,5901,pep_msh_pep_l,1.00
13456,5901,peppr_salami_l,1.00
13457,5902,classic_dlx_s,1.00
13458,5903,big_meat_s,1.00
13459,5903,napolitana_l,1.00
13460,5903,pep_msh_pep_m,1.00
13461,5903,spinach_supr_m,1.00
13462,5904,ital_supr_l,1.00
13463,5904,pepperoni_m,1.00
13464,5904,thai_ckn_s,1.00
13465,5904,veggie_veg_l,1.00
13466,5905,ital_supr_m,1.00
13467,5906,green_garden_l,1.00
13468,5906,napolitana_m,1.00
13469,5906,prsc_argla_s,1.00
13470,5906,spicy_ital_l,1.00
13471,5907,classic_dlx_m,1.00
13472,5907,ital_supr_m,1.00
13473,5907,pepperoni_s,1.00
13474,5908,ital_cpcllo_l,1.00
13475,5908,southw_ckn_m,1.00
13476,5908,spicy_ital_l,1.00
13477,5909,big_meat_s,1.00
13478,5909,hawaiian_s,1.00
13479,5909,sicilian_s,1.00
13480,5909,spinach_supr_s,1.00
13481,5910,ital_supr_m,1.00
13482,5911,bbq_ckn_l,1.00
13483,5912,hawaiian_l,1.00
13484,5912,the_greek_s,1.00
13485,5913,the_greek_xl,1.00
13486,5914,veggie_veg_m,1.00
13487,5915,cali_ckn_m,1.00
13488,5915,ital_supr_l,1.00
13489,5916,big_meat_s,1.00
13490,5917,spin_pesto_l,1.00
13491,5918,ital_supr_m,1.00
13492,5918,peppr_salami_s,1.00
13493,5919,classic_dlx_m,1.00
13494,5920,spicy_ital_m,1.00
13495,5921,pepperoni_s,1.00
13496,5922,five_cheese_l,1.00
13497,5922,spinach_fet_m,1.00
13498,5922,thai_ckn_m,1.00
13499,5923,veggie_veg_m,1.00
13500,5924,ital_veggie_s,1.00
13501,5925,southw_ckn_l,1.00
13502,5926,bbq_ckn_l,1.00
13503,5926,cali_ckn_m,1.00
13504,5926,hawaiian_l,1.00
13505,5926,ital_supr_l,1.00
13506,5926,mediterraneo_s,1.00
13507,5926,peppr_salami_l,1.00
13508,5926,soppressata_s,1.00
13509,5926,the_greek_m,1.00
13510,5926,the_greek_xl,1.00
13511,5927,mexicana_l,1.00
13512,5927,the_greek_xxl,1.00
13513,5928,the_greek_xl,1.00
13514,5929,thai_ckn_m,1.00
13515,5930,bbq_ckn_m,1.00
13516,5930,bbq_ckn_s,1.00
13517,5930,five_cheese_l,1.00
13518,5930,pepperoni_m,1.00
13519,5930,spinach_supr_m,1.00
13520,5930,the_greek_l,1.00
13521,5931,ckn_pesto_s,1.00
13522,5931,pep_msh_pep_l,1.00
13523,5932,green_garden_s,1.00
13524,5933,ckn_alfredo_m,1.00
13525,5934,ckn_pesto_l,1.00
13526,5934,sicilian_s,1.00
13527,5934,spicy_ital_s,1.00
13528,5934,the_greek_xl,1.00
13529,5935,five_cheese_l,1.00
13530,5935,hawaiian_l,1.00
13531,5936,classic_dlx_s,1.00
13532,5937,mediterraneo_s,1.00
13533,5938,ital_cpcllo_l,1.00
13534,5938,ital_supr_m,1.00
13535,5938,southw_ckn_m,1.00
13536,5938,thai_ckn_m,1.00
13537,5939,classic_dlx_m,1.00
13538,5939,spinach_fet_m,1.00
13539,5939,thai_ckn_l,1.00
13540,5940,ital_cpcllo_l,1.00
13541,5941,four_cheese_l,1.00
13542,5941,peppr_salami_l,1.00
13543,5941,spinach_fet_s,1.00
13544,5941,thai_ckn_l,1.00
13545,5942,peppr_salami_l,1.00
13546,5942,thai_ckn_m,1.00
13547,5943,spicy_ital_l,1.00
13548,5944,hawaiian_s,1.00
13549,5944,ital_veggie_l,1.00
13550,5945,ckn_pesto_s,1.00
13551,5945,hawaiian_m,1.00
13552,5945,mediterraneo_s,1.00
13553,5945,spinach_fet_s,1.00
13554,5946,hawaiian_s,1.00
13555,5946,sicilian_l,1.00
13556,5947,ital_supr_m,1.00
13557,5947,pep_msh_pep_l,1.00
13558,5947,southw_ckn_l,1.00
13559,5948,mexicana_l,1.00
13560,5949,classic_dlx_m,1.00
13561,5949,hawaiian_s,1.00
13562,5949,ital_supr_l,1.00
13563,5949,mediterraneo_m,1.00
13564,5950,four_cheese_m,1.00
13565,5950,mexicana_m,1.00
13566,5950,sicilian_m,1.00
13567,5950,soppressata_l,1.00
13568,5951,cali_ckn_m,1.00
13569,5951,five_cheese_l,1.00
13570,5952,cali_ckn_l,1.00
13571,5952,pep_msh_pep_s,1.00
13572,5952,southw_ckn_l,1.00
13573,5952,spinach_fet_l,1.00
13574,5953,spinach_supr_m,1.00
13575,5953,thai_ckn_l,1.00
13576,5953,veggie_veg_s,1.00
13577,5954,classic_dlx_m,1.00
13578,5954,pep_msh_pep_m,1.00
13579,5955,four_cheese_l,1.00
13580,5955,peppr_salami_l,1.00
13581,5955,spicy_ital_l,1.00
13582,5956,four_cheese_l,1.00
13583,5956,ital_supr_m,1.00
13584,5956,mexicana_l,1.00
13585,5956,prsc_argla_s,1.00
13586,5957,classic_dlx_s,1.00
13587,5957,four_cheese_l,1.00
13588,5957,soppressata_s,1.00
13589,5957,thai_ckn_m,1.00
13590,5958,ital_veggie_s,1.00
13591,5959,peppr_salami_l,1.00
13592,5960,four_cheese_l,1.00
13593,5960,hawaiian_s,1.00
13594,5960,ital_veggie_m,1.00
13595,5960,the_greek_xl,1.00
13596,5961,bbq_ckn_s,1.00
13597,5961,the_greek_l,1.00
13598,5962,pepperoni_m,1.00
13599,5963,hawaiian_l,1.00
13600,5963,ital_cpcllo_m,1.00
13601,5963,napolitana_s,1.00
13602,5963,peppr_salami_l,1.00
13603,5964,ckn_alfredo_m,1.00
13604,5964,mexicana_m,1.00
13605,5964,spicy_ital_l,1.00
13606,5964,spinach_supr_l,1.00
13607,5965,mediterraneo_l,1.00
13608,5966,mediterraneo_l,1.00
13609,5966,pepperoni_m,1.00
13610,5966,prsc_argla_l,1.00
13611,5967,cali_ckn_m,1.00
13612,5967,ital_cpcllo_l,1.00
13613,5967,spicy_ital_s,1.00
13614,5967,thai_ckn_m,1.00
13615,5968,green_garden_m,1.00
13616,5968,ital_supr_l,1.00
13617,5968,sicilian_s,1.00
13618,5968,soppressata_l,1.00
13619,5969,classic_dlx_m,1.00
13620,5969,peppr_salami_m,1.00
13621,5969,spicy_ital_l,1.00
13622,5970,prsc_argla_m,1.00
13623,5970,spin_pesto_m,1.00
13624,5971,four_cheese_m,1.00
13625,5971,soppressata_m,1.00
13626,5971,spicy_ital_s,1.00
13627,5972,sicilian_m,1.00
13628,5973,mexicana_l,1.00
13629,5973,spinach_fet_m,1.00
13630,5974,big_meat_s,1.00
13631,5974,cali_ckn_l,1.00
13632,5974,ckn_alfredo_l,1.00
13633,5974,classic_dlx_m,1.00
13634,5974,four_cheese_m,1.00
13635,5974,pep_msh_pep_l,1.00
13636,5974,peppr_salami_l,1.00
13637,5974,sicilian_s,1.00
13638,5974,southw_ckn_l,1.00
13639,5974,thai_ckn_l,1.00
13640,5974,veggie_veg_l,1.00
13641,5975,calabrese_m,1.00
13642,5975,hawaiian_m,1.00
13643,5975,sicilian_m,1.00
13644,5975,spinach_fet_m,1.00
13645,5976,brie_carre_s,1.00
13646,5977,soppressata_l,1.00
13647,5978,calabrese_m,1.00
13648,5979,five_cheese_l,1.00
